,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature
7189,1,0,47,35,35,7.5,400,25
7190,2,0,34,35,40,7.5,800,30
7191,0,4,51,40,20,7.5,700,30
7192,1,0,55,31,34,7.5,500,30
7193,4,4,69,59,45,6.110631736955208,800,25
7194,4,4,65,60,45,7.0,800,25
7195,4,4,78,40,60,6.0,800,25
7196,4,4,60,56,60,6.0,800,25
7197,0,4,56,35,21,7.0,700,25
7198,4,4,79,59,50,7.5,900,30
7199,4,4,63,41,50,7.0,800,25
7200,1,0,58,23,20,6.3611262841965335,400,25
7201,2,0,31,30,28,7.0,700,28
7202,3,0,70,40,31,7.0,900,35
7203,4,0,120,65,41,6.0,600,21
7204,4,0,148,80,50,7.5,600,25
7205,2,0,130,68,45,6.739908760447374,600,25
7206,2,1,125,61,53,7.38088192379801,500,20
7207,2,1,138,70,50,7.0,700,30
7208,2,0,137,60,52,6.301491210295845,600,22
7209,4,0,150,72,40,6.748280595341539,600,27
7210,4,0,133,60,45,5.5,600,30
7211,4,0,148,63,60,5.851182412745344,500,26
7212,4,0,149,80,50,7.5,600,25
7213,4,0,120,79,45,7.446514703252631,500,30
7214,4,0,120,60,50,5.520729251558401,500,24
7215,3,0,120,65,45,6.15285685590441,600,25
7216,3,0,140,70,60,6.32254740476864,500,20
7217,4,0,140,64,60,5.9784004425632284,500,25
7218,2,1,141,70,46,6.838384952212151,700,30
7219,3,0,150,77,57,7.5,500,22
7220,4,0,142,65,40,6.0,600,20
7221,4,0,145,65,55,6.0,600,30
7222,2,0,140,70,60,6.0458520736292405,500,20
7223,2,1,123,80,45,7.0,700,30
7224,4,0,142,65,50,6.0,500,20
7225,2,0,150,68,55,7.180908157463657,600,26
7226,3,0,120,75,50,7.026902728559155,600,29
7227,2,1,132,63,56,7.171944075706804,700,30
7228,4,0,139,60,45,5.5,600,30
7229,2,0,125,80,39,6.569070894312707,500,20
7230,2,1,120,65,50,7.0,500,20
7231,4,0,134,80,50,7.5,600,25
7232,2,1,120,74,59,6.05587115467735,700,30
7233,4,0,123,63,45,5.868517778395504,600,26
7234,2,1,147,65,55,7.5,700,30
7235,3,0,143,63,51,6.441252774181958,500,20
7236,2,1,139,75,50,7.5,700,30
7237,2,0,138,76,40,6.811969989824961,600,23
7238,2,1,124,75,49,7.4184819371186865,700,30
7239,4,0,135,70,40,6.5,600,30
7240,2,1,124,75,49,7.419240381881993,700,30
7241,2,1,150,72,57,6.860862787429588,500,20
7242,3,0,140,60,53,5.8338646263565455,600,21
7243,4,0,143,70,55,6.5,600,25
7244,2,1,148,80,45,7.0,700,30
7245,2,1,120,70,41,6.573302410846013,700,30
7246,4,0,142,60,45,5.5,600,30
7247,3,0,145,60,40,5.616614036212264,500,20
7248,2,1,127,65,60,6.0,600,25
7249,2,1,149,80,40,6.5,500,20
7250,4,0,145,69,55,6.440179984319208,600,25
7251,2,1,131,75,60,6.0,700,30
7252,2,0,125,75,45,7.0,500,20
7253,2,1,125,70,50,7.0,700,30
7254,2,1,120,63,46,6.675109123350157,700,30
7255,4,0,126,70,45,6.5,500,25
7256,4,0,132,72,55,6.759166506017943,600,22
7257,2,1,148,73,56,6.933018614816619,500,20
7258,3,0,143,80,50,7.5,600,25
7259,2,1,150,72,41,6.624362077215144,700,30
7260,2,1,123,80,60,6.0,600,25
7261,2,1,122,80,45,7.0,700,30
7262,2,1,128,70,42,6.62684108693657,700,30
7263,4,0,132,70,45,6.5,500,25
7264,2,0,150,67,57,6.214263487397495,600,25
7265,4,0,143,80,40,7.5,600,20
7266,4,0,121,78,40,7.383597426554286,600,21
7267,2,1,120,70,45,7.0,600,25
7268,4,0,120,68,55,6.372105828471649,600,26
7269,4,0,150,71,55,6.659480286451545,600,23
7270,4,0,122,65,40,6.0,600,20
7271,4,0,142,60,40,5.5,500,20
7272,2,1,137,75,40,6.5,600,25
7273,2,1,140,74,40,6.541445660846677,600,25
7274,2,1,140,77,55,6.792555181945814,500,20
7275,2,1,127,75,45,7.0,500,20
7276,3,0,145,75,40,6.9010546245133675,600,25
7277,3,0,134,80,59,7.466851003131406,500,24
7278,2,1,137,80,60,6.0,600,25
7279,3,0,130,66,45,6.3226863882775834,600,25
7280,2,1,125,80,50,7.5,600,25
7281,3,0,120,60,40,5.537678334888202,500,20
7282,4,0,135,65,45,6.0,600,25
7283,4,0,123,60,50,5.5,500,25
7284,3,0,135,68,56,6.347705561553324,600,25
7285,4,0,120,69,60,6.462282726455116,500,20
7286,2,0,149,64,40,6.333784568090747,500,20
7287,4,0,130,61,60,5.608404553293246,500,28
7288,3,0,130,78,40,7.20550605316057,600,21
7289,4,0,135,80,45,7.5,500,30
7290,2,1,120,66,58,6.454612416204277,600,25
7291,4,0,135,78,40,7.30789908431039,600,21
7292,2,1,120,80,57,6.394348941235471,600,25
7293,2,0,139,75,40,6.542372829165447,600,25
7294,3,0,120,70,45,6.520648796296077,500,24
7295,2,0,150,70,55,7.4421361022422925,600,25
7296,2,1,120,70,46,6.802739100695935,700,30
7297,2,0,125,70,55,7.393243934064116,600,25
7298,2,1,146,60,45,6.5,700,30
7299,4,0,135,75,54,7.0848399519477825,600,20
7300,2,1,136,76,48,7.323424180834362,700,30
7301,2,1,120,66,41,6.5,700,30
7302,4,0,136,65,60,6.0,500,25
7303,4,0,123,65,50,6.0,500,20
7304,2,1,150,76,48,7.319827452397366,700,30
7305,2,1,142,75,60,6.0,700,30
7306,3,0,127,60,40,5.726620423414415,500,20
7307,4,0,130,65,40,6.0,600,20
7308,2,1,122,80,50,7.5,600,25
7309,4,0,120,67,60,6.205603360436093,500,22
7310,2,0,136,65,45,6.3013909410116495,600,25
7311,2,1,150,61,53,7.364521178742435,500,20
7312,2,1,149,60,59,6.199777687835624,700,30
7313,3,0,140,70,59,6.576200379599163,500,20
7314,3,0,130,75,45,7.0,500,20
7315,4,0,132,70,47,6.5,500,27
7316,2,1,140,67,57,6.628256068228761,600,25
7317,2,1,125,80,40,6.5,500,20
7318,4,0,120,70,45,6.5,500,25
7319,2,0,125,65,59,6.0,600,25
7320,4,0,130,67,60,6.275793936272035,500,22
7321,2,0,120,64,40,6.335165738862999,500,20
7322,4,0,150,77,42,7.294372441707315,500,20
7323,4,0,127,80,40,7.5,600,20
7324,2,1,137,75,40,6.5,600,25
7325,3,0,120,80,55,7.477929075998256,500,20
7326,2,1,131,66,53,7.3116305150310295,700,30
7327,2,0,120,63,50,6.624367449964108,500,21
7328,2,1,126,68,45,6.80350527551057,600,25
7329,4,0,128,60,60,5.5,500,30
7330,2,0,125,65,57,6.0,600,27
7331,2,1,145,70,40,6.5,700,30
7332,4,0,125,70,45,6.5,500,25
7333,2,1,120,70,45,7.0,600,25
7334,3,0,130,79,40,7.486328035173003,600,20
7335,2,1,145,75,59,6.113038590528694,700,30
7336,4,0,136,80,40,7.5,600,20
7337,4,0,145,72,45,6.767173137514732,500,22
7338,2,1,120,71,50,7.125044625265014,700,30
7339,4,0,140,75,50,7.043417123871179,600,29
7340,4,0,135,77,60,7.207425233837264,500,27
7341,4,0,137,75,60,7.0,500,30
7342,3,0,150,71,58,6.742918797957544,500,20
7343,4,0,121,65,55,6.0,600,30
7344,3,0,150,80,40,7.258915167670368,500,20
7345,4,0,143,66,60,6.102522664253263,500,23
7346,4,0,120,66,60,6.125721219755899,500,23
7347,2,0,123,65,50,6.725268202974092,500,20
7348,2,0,143,60,40,5.896386175495972,500,20
7349,3,0,135,80,50,7.5,600,25
7350,2,1,126,76,43,6.878499566086115,500,20
7351,2,1,144,60,44,6.5,700,30
7352,2,0,150,71,55,7.365663758987346,600,23
7353,4,0,140,60,55,5.5,600,20
7354,2,1,147,72,57,6.7472477799688395,500,20
7355,2,1,150,62,52,7.238105348394507,500,20
7356,2,0,120,75,40,6.6686285099374984,600,24
7357,4,0,148,60,40,5.5,500,20
7358,2,1,125,79,45,7.091807132393469,700,30
7359,2,1,129,70,40,6.5,700,30
7360,2,1,125,70,50,7.0,700,30
7361,2,1,146,63,56,7.187726759204449,700,30
7362,2,1,150,75,42,6.794977948568818,700,30
7363,2,1,132,67,45,6.759977016490763,600,25
7364,3,0,120,72,40,6.5,600,27
7365,2,0,135,63,40,6.28466826394431,500,20
7366,2,0,138,76,40,6.860638643025758,600,23
7367,4,0,144,70,45,6.5,500,25
7368,2,1,135,60,40,6.0,500,20
7369,4,0,120,71,40,6.691368143951354,600,28
7370,2,1,135,65,45,6.509768637453811,600,25
7371,4,0,150,61,45,5.6959560752290574,600,28
7372,2,1,126,73,50,7.3183221608111415,700,30
7373,3,0,150,80,54,6.832223412813338,600,25
7374,2,1,140,60,59,6.136503136576995,700,30
7375,2,1,120,77,43,6.863198516325114,700,30
7376,4,0,122,75,45,7.0,500,20
7377,4,0,142,70,47,6.5,500,27
7378,2,0,120,80,55,6.13429308239509,500,20
7379,4,0,122,80,40,7.5,600,20
7380,2,1,137,67,52,7.238198861992494,700,30
7381,4,0,120,76,60,7.151179064253268,500,28
7382,4,0,121,60,45,5.5,600,30
7383,4,0,132,75,50,7.0,600,30
7384,3,0,150,70,59,6.65790858498129,500,20
7385,4,0,133,65,45,6.0,600,25
7386,4,0,124,60,45,5.5,600,30
7387,2,1,134,70,55,7.5,600,25
7388,4,0,121,78,40,7.310402842211046,600,21
7389,2,1,141,61,53,7.326293295887293,500,20
7390,2,1,130,66,58,6.313696186617771,600,25
7391,2,1,140,77,55,6.6305250982923924,500,20
7392,4,0,120,61,50,5.670781605228273,500,23
7393,4,0,145,74,47,6.96273658328593,500,30
7394,3,0,142,62,45,5.960119158983572,600,27
7395,4,0,142,70,47,6.5,500,27
7396,4,0,137,70,47,6.5,500,27
7397,2,1,143,76,48,7.348833786848466,700,30
7398,4,0,130,60,60,5.590033636174649,500,29
7399,2,1,140,71,43,6.84825073311354,600,25
7400,2,1,132,60,40,6.0,500,20
7401,2,0,150,75,40,6.562841197572792,600,25
7402,2,1,132,75,45,7.0,500,20
7403,2,1,150,64,54,7.4731103492701045,700,30
7404,2,0,150,73,40,6.5,600,26
7405,2,0,135,75,40,6.61192453295316,600,25
7406,2,1,149,70,40,6.5,700,30
7407,4,0,131,78,60,7.327458686088806,500,26
7408,4,0,140,63,50,5.826190392758658,500,21
7409,2,0,134,75,45,7.0,500,20
7410,2,0,147,75,45,7.0,500,20
7411,2,1,122,80,55,6.0,500,20
7412,2,1,128,80,50,7.5,600,25
7413,3,0,130,65,60,6.0,500,24
7414,2,0,145,70,60,6.064374199149822,500,20
7415,2,1,146,60,40,6.0,500,20
7416,2,1,131,78,46,7.160791382340014,700,30
7417,4,0,135,80,40,7.5,600,20
7418,2,0,150,77,42,7.2405726970281465,500,20
7419,3,0,120,66,60,6.0,500,23
7420,2,0,120,70,42,6.75582850677363,600,27
7421,2,1,140,70,41,6.578488841358097,700,30
7422,2,1,120,68,56,6.934071052136892,600,25
7423,2,0,134,70,55,7.497404975616353,600,25
7424,2,1,130,75,40,6.5,600,25
7425,4,0,134,74,55,6.957741496159659,600,20
7426,4,0,120,70,47,6.5,500,27
7427,4,0,129,70,60,6.5,500,20
7428,4,0,142,77,50,7.231704677006333,600,27
7429,4,0,135,74,45,6.962020879553717,500,20
7430,2,0,141,70,55,7.263883466882596,600,25
7431,2,1,128,80,60,6.0,600,25
7432,4,0,120,67,60,6.234367123013233,500,22
7433,3,0,120,66,45,6.279483938608535,600,25
7434,4,0,120,60,50,5.5,500,25
7435,2,1,120,74,58,6.147739091906226,700,30
7436,4,0,149,75,60,7.0,500,30
7437,4,0,126,60,45,5.5,600,30
7438,2,0,134,60,50,6.766661008950443,600,24
7439,3,0,130,66,60,6.0,500,23
7440,4,0,124,75,50,7.0,600,30
7441,2,1,140,70,50,7.066392509462639,700,30
7442,4,0,138,65,45,6.0,600,25
7443,2,0,135,75,45,7.0,500,20
7444,2,1,140,75,55,7.3426962502012785,500,20
7445,3,0,136,80,50,7.5,600,25
7446,4,0,149,70,49,6.5,500,29
7447,2,0,132,80,35,6.936034907981163,500,20
7448,4,0,140,80,40,7.5,500,21
7449,2,0,120,75,45,7.0,500,20
7450,3,0,150,72,55,7.232332217992238,600,22
7451,2,1,126,73,50,7.3833917942250995,700,30
7452,3,0,136,80,50,7.5,600,25
7453,4,0,120,77,60,7.2630150292847215,500,27
7454,3,0,121,65,50,6.355104303279305,500,20
7455,2,1,136,80,60,6.0,600,25
7456,3,0,140,77,40,7.02041789824575,600,22
7457,2,1,145,80,45,7.0,700,30
7458,2,1,135,71,43,6.868411237697456,600,25
7459,4,0,150,77,60,7.278871132975219,500,27
7460,2,1,135,80,60,6.0,600,25
7461,2,0,145,62,50,6.346687813783962,500,22
7462,2,1,135,68,45,6.810613687024356,600,25
7463,4,0,146,80,40,7.5,600,20
7464,2,1,144,70,50,7.050176301427494,700,30
7465,2,0,133,80,36,6.8924447777064275,500,20
7466,3,0,135,60,40,5.622176577732327,500,20
7467,4,0,127,60,45,5.5,600,30
7468,2,1,131,70,43,6.665174240640457,700,30
7469,4,0,150,75,44,7.033154088120063,500,20
7470,4,0,149,75,60,7.0,500,30
7471,2,0,131,70,55,7.274667202287472,600,25
7472,2,1,148,63,40,6.317321590162972,500,20
7473,4,0,120,67,60,6.2560950995956315,500,22
7474,2,1,135,64,45,6.574591241081927,600,25
7475,4,0,120,70,55,6.5,600,25
7476,2,1,120,75,49,7.402932443370572,700,30
7477,2,1,139,80,55,6.0,500,20
7478,2,1,124,65,40,6.5,500,20
7479,4,0,125,70,45,6.5,500,25
7480,2,1,135,65,40,6.5,500,20
7481,2,1,136,80,60,6.0,600,25
7482,2,1,129,79,55,6.004116697847408,500,20
7483,2,1,140,74,55,7.344915394461031,500,20
7484,3,0,135,75,40,6.78799920890283,600,25
7485,2,0,130,70,55,7.417395613085532,600,25
7486,2,1,129,80,40,6.5,500,20
7487,2,0,140,74,40,6.5,600,25
7488,2,0,122,77,50,7.254625610370608,600,27
7489,3,0,131,70,55,6.777103903378224,600,25
7490,2,0,135,60,49,6.731292209730029,600,25
7491,2,1,150,76,48,7.359228635418277,700,30
7492,3,0,127,65,50,6.464963267955089,500,20
7493,3,0,150,65,57,6.0,600,27
7494,4,0,140,60,50,5.580708720648688,500,24
7495,4,0,120,63,45,5.897461219925271,600,26
7496,2,1,150,70,59,6.048008900243649,500,20
7497,4,0,150,73,45,6.855476239418374,500,21
7498,2,1,139,60,40,6.0,500,20
7499,2,1,138,80,60,6.0,600,25
7500,2,0,145,65,50,6.529840023181117,500,20
7501,2,1,138,65,40,6.5,500,20
7502,2,1,125,73,50,7.383889750721419,700,30
7503,3,0,144,60,54,5.630935269384513,600,20
7504,3,0,147,62,40,5.993896043640653,500,20
7505,2,1,120,70,49,7.0,700,30
7506,4,0,140,80,43,7.5,500,26
7507,4,0,140,65,42,6.0,600,22
7508,2,1,138,80,60,6.0,600,25
7509,2,1,140,70,44,6.72713398610955,700,30
7510,4,0,125,60,55,5.5,600,20
7511,3,0,140,70,60,6.2744609899444885,500,20
7512,4,0,120,71,45,6.600865231165118,500,23
7513,2,0,120,78,50,7.342285773939917,600,26
7514,2,1,150,79,55,6.131802166863985,500,20
7515,4,0,120,60,58,5.5,500,29
7516,2,1,145,75,55,7.495933650878506,500,20
7517,4,0,120,60,40,5.5,500,20
7518,2,1,140,77,42,6.763416899474054,500,20
7519,2,1,138,60,40,6.0,500,20
7520,4,0,150,76,43,7.102855275016768,500,20
7521,2,0,120,75,45,7.0,500,20
7522,4,0,140,60,50,5.574636269991773,500,24
7523,2,0,120,70,43,6.872987262774359,600,26
7524,4,0,147,75,45,7.0,500,20
7525,2,1,120,79,55,6.100592899350068,500,20
7526,2,0,125,70,55,7.49092947645739,600,25
7527,2,1,143,70,60,6.0,500,20
7528,3,0,121,65,50,6.3792285849638,500,20
7529,3,0,144,64,50,6.110325864615433,500,20
7530,4,0,136,70,55,6.5,600,25
7531,4,0,124,60,45,5.524047321982044,600,29
7532,2,1,133,65,40,6.5,500,20
7533,2,0,125,80,38,6.672059112822508,500,20
7534,2,1,128,80,55,6.0,500,20
7535,3,0,136,70,55,6.700462869080484,600,25
7536,3,0,150,65,55,6.262300984960804,600,29
7537,2,1,120,60,40,6.093202493394072,500,20
7538,2,1,148,75,45,7.0,500,20
7539,4,0,140,63,50,5.816879281860088,500,21
7540,4,0,120,70,54,6.546066934768742,600,25
7541,4,0,150,73,55,6.841901708851752,600,21
7542,2,0,150,77,57,6.411693324204943,600,22
7543,2,1,146,75,45,7.0,500,20
7544,4,0,142,70,40,6.5,600,30
7545,2,1,131,70,45,7.0,600,25
7546,4,0,145,64,60,5.949833722646087,500,25
7547,4,0,148,63,45,5.8120507720909185,600,26
7548,2,1,122,80,55,6.0,500,20
7549,4,0,150,72,60,6.780627662305831,500,25
7550,2,0,135,72,45,6.788743135453063,500,22
7551,4,0,145,76,40,7.177681225909198,600,23
7552,4,0,121,65,41,6.0,600,21
7553,2,1,127,60,40,6.0,500,20
7554,2,1,150,79,55,6.0,500,20
7555,2,0,121,75,45,7.0,500,20
7556,2,0,135,72,40,6.5,600,27
7557,2,0,132,65,50,6.568471856863558,500,20
7558,3,0,120,75,45,7.0,500,20
7559,4,0,130,61,60,5.634725431595349,500,28
7560,2,1,141,66,41,6.5,700,30
7561,3,0,130,70,40,6.583365379996692,600,29
7562,4,0,129,70,55,6.5606854423132805,600,24
7563,4,0,147,65,55,6.0,600,30
7564,2,0,120,80,47,7.5,600,23
7565,2,0,120,72,52,7.286575424628694,600,27
7566,4,0,145,60,50,5.5,500,25
7567,2,1,145,68,51,7.123798439980589,700,30
7568,2,0,125,73,45,6.85349023062173,500,21
7569,2,0,131,65,45,6.389285969525376,600,25
7570,4,0,150,65,44,6.0,600,24
7571,2,1,122,75,60,6.0,700,30
7572,2,1,121,80,40,6.5,500,20
7573,2,1,137,60,50,7.0,600,25
7574,3,0,145,65,56,6.0,600,28
7575,3,0,144,70,55,6.6029160307441455,600,25
7576,2,1,142,75,40,6.5,600,25
7577,4,0,146,61,45,5.689410782778458,600,28
7578,2,1,127,80,60,6.0,600,25
7579,2,1,146,73,41,6.698021063963743,600,25
7580,3,0,145,62,50,6.246567478806205,500,22
7581,2,1,127,77,47,7.269930318556418,700,30
7582,4,0,120,72,54,6.743178740997804,500,30
7583,4,0,132,77,60,7.204477588542747,500,27
7584,2,0,150,78,58,6.228118019401755,600,23
7585,4,0,135,74,55,6.993898463840978,600,20
7586,2,1,122,77,55,6.6023359481921595,500,20
7587,2,0,120,77,40,6.934491652677027,600,22
7588,2,0,146,75,40,6.641910462633524,600,25
7589,4,0,132,62,60,5.799514682388663,500,27
7590,2,1,139,65,45,6.5,600,25
7591,2,0,135,79,50,7.479537397282014,600,25
7592,2,1,131,66,53,7.328737871410729,700,30
7593,4,0,138,70,55,6.5,600,25
7594,4,0,134,60,55,5.5,600,20
7595,4,0,130,61,60,5.643964808237863,500,28
7596,2,1,135,68,45,6.807475131576327,600,25
7597,3,0,140,70,59,6.5881475911570355,500,20
7598,4,0,120,65,40,6.0,600,20
7599,2,0,140,69,60,6.0,500,20
7600,2,1,120,63,60,6.0,700,30
7601,3,0,150,61,40,5.773904413937599,500,20
7602,4,0,142,70,55,6.5,600,25
7603,2,0,134,75,45,7.0,500,20
7604,4,0,120,65,44,6.040624738869627,600,25
7605,2,1,150,68,56,7.18512695568613,600,25
7606,2,1,140,64,40,6.488488697606181,500,20
7607,3,0,135,63,46,6.348632789011754,600,25
7608,4,0,143,65,55,6.0,600,30
7609,2,1,141,70,40,6.5,700,30
7610,2,0,130,80,55,6.103382309050828,500,20
7611,3,0,129,65,50,6.077321065488787,500,20
7612,3,0,135,70,55,6.604246966051809,600,25
7613,4,0,128,65,40,6.0,600,20
7614,2,1,130,70,40,6.5,700,30
7615,3,0,140,65,60,6.0,500,24
7616,4,0,146,70,55,6.5,600,25
7617,4,0,120,60,45,5.582760255183645,600,29
7618,4,0,134,74,55,6.90683956025294,600,20
7619,4,0,139,80,60,7.5,500,25
7620,4,0,138,65,60,6.0,500,25
7621,4,0,131,80,40,7.5,600,20
7622,2,1,138,80,45,7.0,700,30
7623,2,1,125,78,46,7.19605280310287,700,30
7624,4,0,120,61,45,5.6896528491927745,600,28
7625,4,0,120,78,40,7.372124825921644,600,21
7626,2,1,143,66,53,7.397210095812182,700,30
7627,2,1,120,61,40,6.106105055642754,500,20
7628,3,0,140,60,46,6.094417702404791,600,28
7629,4,0,144,60,50,5.5,500,25
7630,4,0,145,60,40,5.5,500,20
7631,4,0,135,70,49,6.5,500,29
7632,4,0,149,75,60,7.0,500,30
7633,2,0,137,80,50,7.5,600,25
7634,2,0,145,80,40,6.980836978089074,500,20
7635,3,0,140,65,50,6.081545275060699,500,20
7636,2,0,142,60,40,5.793534112068284,500,20
7637,4,0,129,75,60,7.0,500,30
7638,4,0,135,70,45,6.587250537120871,500,25
7639,4,0,146,80,50,7.5,600,25
7640,2,1,132,60,40,6.0,500,20
7641,2,1,140,70,50,7.082756658713987,700,30
7642,4,0,150,74,59,6.983060419876702,500,30
7643,2,1,143,75,40,6.5,600,25
7644,2,1,146,73,56,7.1707435613191315,500,20
7645,2,0,140,60,53,6.944825654741164,500,21
7646,2,1,140,61,40,6.110048607040548,500,20
7647,4,0,121,60,57,5.5,500,28
7648,4,0,125,75,60,7.0,500,30
7649,4,0,124,70,45,6.5,500,25
7650,3,0,135,67,55,6.68848348202552,600,27
7651,3,0,122,77,57,6.557305368890048,600,22
7652,2,1,124,75,49,7.430316008945367,700,30
7653,2,1,125,72,50,7.23246514053317,700,30
7654,4,0,140,80,44,7.5,500,28
7655,2,1,137,75,60,6.0,700,30
7656,2,1,128,70,55,7.5,600,25
7657,4,0,145,80,43,7.5,500,26
7658,2,1,122,75,55,6.640183358005125,700,30
7659,4,0,133,70,60,6.5,500,20
7660,4,0,150,78,60,7.3253065004753335,500,26
7661,2,1,127,80,60,6.0,600,25
7662,4,0,141,63,60,5.812487993525526,500,26
7663,2,1,120,61,40,6.188862973720084,500,20
7664,4,0,139,70,60,6.5,500,20
7665,4,0,140,62,45,5.793726802117037,600,27
7666,2,1,145,62,43,6.5,700,30
7667,4,0,120,61,50,5.642970400105086,500,23
7668,2,1,120,62,40,6.236176134927607,500,20
7669,3,0,142,80,40,7.034455891257247,500,20
7670,4,0,142,70,50,6.5,500,30
7671,2,1,122,70,55,7.5,600,25
7672,4,0,131,75,50,7.0,600,30
7673,2,1,145,68,40,6.5,700,30
7674,3,0,140,65,45,6.167181405655241,600,25
7675,2,1,150,75,44,6.962248318098055,500,20
7676,3,0,135,60,40,5.623376889626274,500,20
7677,3,0,145,71,45,6.636150927360149,500,23
7678,2,0,130,75,40,6.6025695901811154,600,24
7679,2,0,120,70,60,6.236710766670353,500,20
7680,2,1,145,69,50,7.0996251142569395,700,30
7681,4,0,149,75,45,7.0,500,20
7682,2,1,135,80,50,7.5,600,25
7683,2,1,140,79,55,6.199509359982715,500,20
7684,4,0,147,60,45,5.5,600,30
7685,4,0,142,72,40,6.77586129762967,600,27
7686,2,1,120,80,52,7.119167153935043,600,25
7687,2,1,120,79,45,7.098056549846726,700,30
7688,4,0,147,65,40,6.0,600,20
7689,4,0,132,65,45,6.0,600,25
7690,2,1,143,60,40,6.0,500,20
7691,2,1,137,75,45,7.0,500,20
7692,4,0,136,60,55,5.5,600,20
7693,4,0,122,70,45,6.5,500,25
7694,2,1,120,73,50,7.360406548155253,700,30
7695,4,0,145,70,50,6.5,500,30
7696,2,1,124,60,40,6.0,500,20
7697,2,0,141,75,45,7.0,500,20
7698,3,0,134,80,50,7.5,600,25
7699,2,0,150,65,59,6.018675340722563,600,25
7700,2,1,144,75,40,6.5,600,25
7701,4,0,139,75,60,7.070540924388856,500,29
7702,3,0,120,77,45,7.296803845863239,500,25
7703,4,0,131,70,45,6.5,500,25
7704,2,1,130,74,59,6.130387522425524,700,30
7705,2,0,126,75,45,7.0,500,20
7706,4,0,120,68,55,6.367952306598001,600,26
7707,2,0,120,60,40,5.924064047733442,500,20
7708,2,1,129,65,59,6.184165334494063,600,25
7709,4,0,125,70,45,6.5,500,25
7710,3,0,140,66,60,6.0,500,23
7711,4,0,133,70,40,6.5,600,30
7712,2,1,135,74,50,7.455312001770152,700,30
7713,4,0,145,78,50,7.312380635521626,600,26
7714,2,0,141,75,40,6.667932928574918,600,25
7715,2,1,139,65,40,6.5,500,20
7716,4,0,121,65,55,6.0,600,30
7717,2,0,120,70,55,7.465771889179471,600,25
7718,2,0,145,80,40,6.669345493434751,500,20
7719,2,1,123,80,50,7.5,600,25
7720,4,0,135,71,45,6.61308273839933,500,23
7721,2,1,128,65,40,6.5,500,20
7722,2,1,150,70,44,6.930534009987361,600,25
7723,3,0,121,65,50,6.219510525080959,500,20
7724,2,1,130,70,50,7.012726367400565,700,30
7725,2,0,135,68,55,7.169638162182046,600,26
7726,3,0,150,80,40,7.3857620740796035,500,20
7727,2,1,132,67,52,7.217111690016719,700,30
7728,3,0,145,60,50,5.521949031637398,500,24
7729,4,0,150,67,55,6.235532726346907,600,27
7730,2,3,44,25,25,6.5,700,25
7731,2,3,48,25,21,6.5,700,25
7732,2,3,49,25,24,6.5,700,25
7733,2,3,45,20,22,6.0,600,20
7734,2,3,42,20,21,6.0,600,20
7735,2,3,40,20,21,6.0,600,20
7736,2,3,46,25,25,6.5,700,25
7737,2,3,42,25,25,6.5,700,25
7738,2,3,42,20,23,6.0,600,20
7739,2,3,41,25,20,6.5,700,25
7740,2,3,41,25,20,6.5,700,25
7741,2,3,40,21,25,6.103613824504028,620,21
7742,2,3,45,25,25,6.5,700,25
7743,2,3,42,25,21,6.5,700,25
7744,2,3,40,20,25,6.02344823389561,604,20
7745,2,3,48,25,21,6.5,700,25
7746,2,3,40,20,25,6.0,600,20
7747,2,3,47,25,20,6.5,700,25
7748,2,3,40,22,25,6.238105348394507,647,22
7749,2,3,40,24,20,6.415685745031251,683,24
7750,2,3,43,25,23,6.5,700,25
7751,2,3,45,25,20,6.5,700,25
7752,2,3,45,25,20,6.5,700,25
7753,2,3,40,20,24,6.0,600,20
7754,2,3,42,20,23,6.0,600,20
7755,2,3,40,25,22,6.5,700,25
7756,2,3,44,20,25,6.0,600,20
7757,2,3,40,22,20,6.210267889332537,642,22
7758,2,3,40,23,21,6.392334131972155,678,23
7759,2,3,41,25,23,6.5,700,25
7760,2,3,40,25,25,6.5,700,25
7761,2,3,49,20,20,6.0,600,20
7762,2,3,45,25,21,6.5,700,25
7763,2,3,44,25,25,6.5,700,25
7764,2,3,46,25,23,6.5,700,25
7765,2,3,45,25,23,6.5,700,25
7766,2,3,40,22,20,6.277407804271113,655,22
7767,2,3,49,25,20,6.5,700,25
7768,2,3,50,25,21,6.5,700,25
7769,2,3,44,20,25,6.0,600,20
7770,2,3,40,20,22,6.0,600,20
7771,2,3,50,24,25,6.455235639201637,691,24
7772,2,3,47,25,25,6.5,700,25
7773,2,3,42,25,22,6.5,700,25
7774,2,3,43,25,20,6.5,700,25
7775,2,3,40,23,21,6.398235887836939,679,23
7776,2,3,44,25,20,6.5,700,25
7777,2,3,49,25,24,6.5,700,25
7778,2,3,50,23,25,6.384458870657698,676,23
7779,2,3,45,25,25,6.5,700,25
7780,2,3,49,25,20,6.5,700,25
7781,2,3,46,25,21,6.5,700,25
7782,2,3,45,25,23,6.5,700,25
7783,2,3,45,25,21,6.5,700,25
7784,2,3,44,20,25,6.0,600,20
7785,2,3,40,21,20,6.170781605228273,634,21
7786,2,3,44,20,22,6.0,600,20
7787,2,3,45,25,22,6.5,700,25
7788,2,3,50,22,22,6.292383052974577,658,22
7789,2,3,44,25,20,6.5,700,25
7790,2,3,40,25,21,6.5,700,25
7791,2,3,49,25,25,6.5,700,25
